Latitude,Longitude,Avg_vwiltm_0
48.393906113657366,29.82711447441693,0.20675449073314667
48.40303559366973,29.520388748961523,0.2015003263950348
48.388982690657464,29.591780466112425,0.2033923864364624
48.37488465662444,29.663131731724462,0.2033923864364624
48.36074153181325,29.73444245041236,0.20530222356319427
48.346553356563646,29.805712527194032,0.20675449073314667
48.39747132602837,29.28504538410374,0.20243072509765625
48.383567664638555,29.3564954370093,0.2011413425207138
48.36961879148359,29.427905438602664,0.19571442902088165
48.35562474643038,29.499275292472447,0.19777365028858185
48.34158556944384,29.57060490260818,0.2033923864364624
48.327501300586704,29.641894173400402,0.2033923864364624
48.31337198001906,29.71314300964096,0.20351789891719818
48.29919764799792,29.784351316523185,0.2041584700345993
48.39141551430833,29.04975708093278,0.20306618511676788
48.3776612002661,29.12126402694372,0.1998436450958252
48.363861595064705,29.192731323975295,0.18914179503917694
48.350016738192906,29.264158874602515,0.18567100167274475
48.336126669238496,29.335546581798695,0.19017067551612854
48.322191427887994,29.406894348935708,0.19589897990226746
48.30821105392638,29.478202079784296,0.20243072509765625
48.29418558723648,29.549469678514328,0.2033923864364624
48.28011506779884,29.62069704969491,0.2033923864364624
48.26599953569111,29.69188409829485,0.2007678598165512
48.25183903108796,29.763030729682583,0.18191967904567719
48.237633594260416,29.834136849626617,0.1937473863363266
48.398427800015284,28.742926935370235,0.19757241010665894
48.38486834265673,28.814528475266656,0.2033923864364624
48.37126347709246,28.88609086939462,0.2033923864364624
48.357613242330224,28.95761401893253,0.2033923864364624
48.34391767747808,29.029097825454244,0.2011413425207138
48.330176821744374,29.10054219092936,0.18806244432926178
48.31639071443703,29.171947017723568,0.18567100167274475
48.30255939496341,29.24331220859881,0.18567100167274475
48.28868290282981,29.31463766671368,0.18920791149139404
48.2747612776412,29.385923295623655,0.2014644593000412
48.26079455910071,29.457168999281265,0.2033923864364624
48.2467827870094,29.528374682036457,0.2033923864364624
48.23272600126575,29.59954024863677,0.1836605817079544
48.21862424186541,29.670665604227594,0.17595824599266052
48.20447754890078,29.74175065435236,0.17417484521865845
48.19028596256056,29.8127953049528,0.1846170425415039
48.39123984614523,28.507709062368804,0.20234666764736176
48.37783001009156,28.57936419584766,0.2033923864364624
48.36437468953687,28.650980590939326,0.2018515169620514
48.35087392310489,28.72255814783648,0.18630051612854004
48.33732774952095,28.794096767124643,0.20137356221675873
48.32373620761138,28.86559634978238,0.2033923864364624
48.31009933630318,28.93705679718167,0.2033923864364624
48.296417174623826,29.008478011088272,0.19008831679821014
48.2826897617006,29.07985989366199,0.19051240384578705
48.268917136760535,29.15120234745686,0.19541309773921967
48.255099339129806,29.22250527542161,0.18671901524066925
48.24123640823346,29.29376858089981,0.19788113236427307
48.227328383595015,29.36499216763019,0.20307233929634094
48.213375304836184,29.43617593974693,0.18826600909233093
48.19937721167633,29.507319801779772,0.1850145310163498
48.18533414393222,29.57842365865443,0.17715488374233246
48.17124614151761,29.64948741569276,0.1754399687051773
48.15711324444292,29.72051097861288,0.17529159784317017
48.14293549281479,29.79149425352955,0.17541232705116272
48.396775381286616,28.200816083957562,0.1976618766784668
48.3835608546654,28.272561587825408,0.1766223907470703
48.37030073047925,28.34426886379981,0.19202633202075958
48.35699504686303,28.415937810711085,0.18990738689899445
48.34364384205437,28.48756832777923,0.18907299637794495
48.33024715439337,28.559160314614246,0.19609808921813965
48.31680502232206,28.63071367121654,0.18062792718410492
48.303317484384316,28.702228297977285,0.18553341925144196
48.28978457922523,28.773704095678625,0.18308211863040924
48.276206345590836,28.845140965494153,0.20182177424430847
48.262582822327865,28.916538808989174,0.2033923864364624
48.248914048383114,28.987897528120982,0.2017560601234436
48.23520006280329,29.059217025239207,0.20142720639705658
48.2214409047346,29.130497203086094,0.19255001842975616
48.2076366134223,29.20173796479679,0.18706704676151276
48.19378722821044,29.272939213899633,0.19356079399585724
48.179892788541395,29.344100854316366,0.2011413425207138
48.1659533339555,29.415222790362463,0.19800356030464172
48.151968904090815,29.486304926747295,0.17650504410266876
48.13793953868256,29.55734716857455,0.18727555871009827
48.123865277562835,29.628349421342193,0.1983092576265335
48.10974616066035,29.699311590942955,0.19595515727996826
48.09558222799986,29.77023358366438,0.18102166056632996
48.08137351970189,29.841115306189124,0.19532260298728943
48.40147466176477,27.893859850585756,0.1656770557165146
48.38845571450834,27.96569334513231,0.1827045977115631
48.37539105887646,28.037489126470803,0.18567100167274475
48.36228073251052,28.109247092088452,0.1921592801809311
48.349124773156014,28.180967139858893,0.19041597843170166
48.335923218662145,28.25264916804258,0.17417484521865845
48.32267610698151,28.32429307528713,0.1840524673461914
48.30938347616975,28.3958987606278,0.1795722395181656
