centroid_x,centroid_y,crop_type,area,avg_vsw_0,avg_vsw_1,avg_tciwv,avg_t2m,avg_r2,avg_voltso,avg_orog,avg_sot1,avg_sot2,avg_sot3,avg_vwiltm_0
48.06818576075536,-2.6238689348562114,orchards,3346.0,0.2459634588042784,0.2578987846327893,18.215644856934908,287.70289527045355,72.5878717634413,0.3371856212615967,100.124756,289.77820248074,284.06369442409937,289.2344614664714,0.1840932369232177
48.0641005791176,-2.62109680365472,orchards,3784.0,0.2459634588042784,0.2578987846327893,18.215644856934908,287.70289527045355,72.5878717634413,0.3371856212615967,100.124756,289.77820248074,284.06369442409937,289.2344614664714,0.1840932369232177
48.391996368264806,-2.512692777357882,orchards,855.0,0.2260618603595808,0.2410229956471054,18.22106320883638,287.81590525309247,72.10165225134955,0.3056998252868652,128.35962,290.6967425876194,284.5373721652561,289.2813313802083,0.1600519567728042
48.36044059833301,-2.71291000400842,orchards,790.0,0.2199964251098686,0.2272480682121309,17.82712000159807,287.48089006212024,73.15395249260797,0.3146906495094299,174.81763,289.41986762152777,283.839599609375,289.2220509847005,0.1645741015672683
48.379102596428034,-2.5736287084670137,orchards,220.0,0.2218406891356633,0.234927486690729,18.038393512848884,287.7219653659397,72.26294771830241,0.3107756376266479,145.1355,290.83783043755426,284.43937344021265,289.25168863932294,0.1624258458614349
48.54448418230779,-3.179625421958114,orchards,844.0,0.2172494180209143,0.2183215740506209,17.968207031167964,287.33823055691187,74.49840778774686,0.3238391876220703,130.49878,288.6809946695964,283.5812572903103,289.1632741292317,0.1741748452186584
48.33585733967183,-2.342112432055976,orchards,1619.0,0.2150855973238052,0.2251339354162109,18.253405278728856,287.9916593763563,70.59194087982178,0.3305445909500122,89.153564,291.82031589084204,284.922370062934,289.3150177001953,0.1754641979932785
48.45174374825255,-1.992496029958827,orchards,1808.0,0.2271215222026715,0.238213580580397,18.47639753997967,287.9936938815647,72.00475544399686,0.3370272517204284,64.309814,291.09048038058813,284.81114451090497,289.09803771972656,0.1816387325525283
48.30265579721887,-2.323577475037363,orchards,2204.0,0.2150855973238052,0.2251339354162109,18.253405278728856,288.1829299926758,69.74829938676622,0.3288634419441223,90.843506,291.82031589084204,284.922370062934,289.3150177001953,0.1767176687717437
48.50778499580921,-2.07571734290924,orchards,742.0,0.234244023767097,0.24629892783458,18.50155714506744,287.798951043023,73.06215561760797,0.3375189900398254,71.099365,290.24269104003906,284.6264461941189,289.0144755045573,0.1819196790456771
48.48953633598334,-1.9883683325912889,orchards,1411.0,0.2271215222026715,0.238213580580397,18.47639753997967,287.9936938815647,72.00475544399686,0.3370272517204284,64.309814,291.09048038058813,284.81114451090497,289.09803771972656,0.1816387325525283
