centroid_x,centroid_y,crop_type,area,avg_vsw_0,avg_vsw_1,avg_tciwv,avg_t2m,avg_r2,avg_voltso,avg_orog,avg_sot1,avg_sot2,avg_sot3,avg_vwiltm_0
48.6984811501066,-3.2487592354013453,nuts,996.0,0.2075558838398097,0.2080972555129887,18.603161668264736,287.66782040066187,74.42945162455241,0.3267995119094848,61.085693,289.53800625271265,284.4326587253147,289.1615091959636,0.1758416295051574
48.69723033211056,-3.248968141038312,nuts,101.0,0.2075558838398097,0.2080972555129887,18.603161668264736,287.66782040066187,74.42945162455241,0.3267995119094848,61.085693,289.53800625271265,284.4326587253147,289.1615091959636,0.1758416295051574
48.16928930604888,-3.3109828790635625,nuts,2990.0,0.1527974225955302,0.1505311650104362,17.904740959085444,286.8414586385091,75.06036525302463,0.3053063154220581,198.948,288.6926227145725,283.36989339192706,289.1608123779297,0.1601675748825073
48.1687968908121,-3.310074351757392,nuts,1823.0,0.1527974225955302,0.1505311650104362,17.904740959085444,286.82640329996747,75.42342948913574,0.3238391876220703,212.448,288.6926227145725,283.36989339192706,289.1608123779297,0.1741748452186584
48.183914323418726,-2.4751988361521167,nuts,71949.0,0.2347113769709564,0.2457021845286119,18.015880082243232,287.47421688503687,73.89972072177463,0.3325479626655578,162.67017,289.4219385782878,284.02618238661023,289.2894236246745,0.1790902763605117
48.46877490259158,-2.5131171820832647,nuts,846.0,0.2353568673966317,0.2499500892681782,18.41503162794216,288.03297339545355,71.7177546819051,0.3375189900398254,68.39526,290.1870354546441,284.4597651163737,289.27728780110675,0.1819196790456771
48.70406556617407,-3.473251978809909,nuts,6672.0,0.210558982951015,0.2092107456989128,18.660033313176964,287.4893264770508,74.85870509677463,0.313669741153717,81.40747,289.50255923801,284.41937934027777,289.15545145670575,0.1665385365486145
48.70339857198319,-3.473230034192818,nuts,3812.0,0.210558982951015,0.2092107456989128,18.660033313176964,287.4893264770508,74.85870509677463,0.313669741153717,81.40747,289.50255923801,284.41937934027777,289.15545145670575,0.1665385365486145
48.70474053950219,-3.4743468480897564,nuts,1882.0,0.210558982951015,0.2092107456989128,18.660033313176964,287.4893264770508,74.85870509677463,0.313669741153717,81.40747,289.50255923801,284.41937934027777,289.15545145670575,0.1665385365486145
48.71892623752576,-3.472561334201364,nuts,7565.0,0.210558982951015,0.2092107456989128,18.660033313176964,287.67359839545355,74.29642211066351,0.3312638401985168,77.79419,289.50255923801,284.41937934027777,289.15545145670575,0.1776586771011352
47.973133594531,-3.614146306665948,nuts,3021.0,0.2128659654096518,0.212545796979073,18.39050205035876,287.68002743191187,75.02857261233859,0.3151525259017944,113.59595,289.4859169854058,283.7299177381728,289.1497446695964,0.1676584035158157
48.537429419114936,-3.687406224126155,nuts,62510.0,0.2157753054156649,0.2141237432896758,18.611856245225475,287.46624162462024,75.21276325649686,0.3239789605140686,131.64185,289.02342817518445,283.99688042534723,289.14429728190106,0.1736512333154678
48.33939282019417,-3.612467961897973,nuts,66193.0,0.2160200846261818,0.2176420174164479,18.466022891383016,287.2951261732313,75.16230752733019,0.3306072354316711,156.64331,288.95494757758246,283.6216345893012,289.14703369140625,0.1806519478559494
