centroid_x,centroid_y,crop_type,area,avg_vsw_0,avg_vsw_1,avg_tciwv,avg_t2m,avg_r2,avg_voltso,avg_orog,avg_sot1,avg_sot2,avg_sot3,avg_vwiltm_0
48.0385368092152,-2.641336534659505,rapeseed,45999.0,0.2320732107833444,0.2452608665773988,18.30880682442778,287.70289527045355,72.5878717634413,0.3371856212615967,100.124756,290.69243791368274,284.4579552544488,289.2501729329427,0.1840932369232177
48.16832680618287,-2.7021629618355525,rapeseed,31645.0,0.199393392504094,0.2030944975727763,17.9432154317056,287.57553524441187,73.19111612108019,0.3373270034790039,132.65991,289.32150099012586,283.8810272216797,289.2303415934245,0.1817050278186798
48.17039695796348,-2.698780909273326,rapeseed,77129.0,0.199393392504094,0.2030944975727763,17.9432154317056,287.57553524441187,73.19111612108019,0.3373270034790039,132.65991,289.32150099012586,283.8810272216797,289.2303415934245,0.1817050278186798
48.19161757365635,-2.74498774489421,rapeseed,8283.0,0.199393392504094,0.2030944975727763,17.9432154317056,287.39926571316187,73.69540214538574,0.3375189900398254,164.8811,289.32150099012586,283.8810272216797,289.2303415934245,0.1819196790456771
48.18454009898453,-2.7419590955676623,rapeseed,36708.0,0.199393392504094,0.2030944975727763,17.9432154317056,287.39926571316187,73.69540214538574,0.3375189900398254,164.8811,289.32150099012586,283.8810272216797,289.2303415934245,0.1819196790456771
48.12353050243768,-2.6452980624930738,rapeseed,117151.0,0.2459634588042784,0.2578987846327893,18.215644856934908,287.5212003919813,73.50611178080241,0.3347187042236328,109.19995,289.77820248074,284.06369442409937,289.2344614664714,0.1929549574851989
48.12203349023397,-2.6384652406539617,rapeseed,39732.0,0.2459634588042784,0.2578987846327893,18.215644856934908,287.5212003919813,73.50611178080241,0.3347187042236328,109.19995,289.77820248074,284.06369442409937,289.2344614664714,0.1929549574851989
48.123187875109984,-2.640908707921025,rapeseed,23733.0,0.2459634588042784,0.2578987846327893,18.215644856934908,287.5212003919813,73.50611178080241,0.3347187042236328,109.19995,289.77820248074,284.06369442409937,289.2344614664714,0.1929549574851989
48.18060139399143,-2.774163474494512,rapeseed,10578.0,0.199393392504094,0.2030944975727763,17.9432154317056,287.45067087809247,73.53882662455241,0.3375189900398254,157.77026,289.32150099012586,283.8810272216797,289.2303415934245,0.1819196790456771
48.12791744910846,-2.632850433605345,rapeseed,66110.0,0.2459634588042784,0.2578987846327893,18.215644856934908,287.5212003919813,73.50611178080241,0.3347187042236328,109.19995,289.77820248074,284.06369442409937,289.2344614664714,0.1929549574851989
48.17325442552622,-2.5133892236639905,rapeseed,11244.0,0.2330283243521299,0.2394290409108114,17.886973837370512,287.47421688503687,73.89972072177463,0.3325479626655578,162.67017,289.2455893622504,283.7766299777561,289.2598826090495,0.1790902763605117
48.16200227425437,-3.206109269141484,rapeseed,5618.0,0.1841998526295803,0.1851528788911563,17.954892168762864,286.8481046888563,75.43346638149686,0.3128422498703003,218.41724,288.7663404676649,283.46868303087024,289.1667836507161,0.1659124493598938
48.1402040397268,-2.544110731924001,rapeseed,10864.0,0.2377486029775116,0.2510917676227718,18.22950574915896,287.611206902398,73.47258313496907,0.3371317386627197,121.46118,289.70126003689234,284.1400604248047,289.26392618815106,0.1829891800880432
