centroid_x,centroid_y,crop_type,area,avg_vsw_0,avg_vsw_1,avg_tciwv,avg_t2m,avg_r2,avg_voltso,avg_orog,avg_sot1,avg_sot2,avg_sot3,avg_vwiltm_0
48.53016041888028,-2.553461947067577,sunflower,12396.0,0.2353568673966317,0.2499500892681782,18.41503162794216,287.8905309041341,72.27911535898845,0.3375189900398254,72.33618,290.1870354546441,284.4597651163737,289.27728780110675,0.1819196790456771
47.90450473441218,-4.056771716427609,sunflower,4104.0,0.2052221138384089,0.2043170562669551,18.819097465084447,288.051148308648,75.3842584821913,0.3205510973930359,27.207275,290.0032484266493,284.4646224975586,289.09717814127606,0.1724150627851486
47.83423635994844,-4.278411929840494,sunflower,22864.0,0.1705070270756103,0.1702534279177308,18.94174532992865,288.18724314371747,75.43666733635797,0.3019071817398071,16.909912,291.9058837890625,286.3604490492079,289.05060323079425,0.1575470715761184
47.8256396841434,-4.2720302119154585,sunflower,52827.0,0.1705070270756103,0.1702534279177308,18.94174532992865,288.18724314371747,75.43666733635797,0.3019071817398071,16.909912,291.9058837890625,286.3604490492079,289.05060323079425,0.1575470715761184
47.82492504482267,-4.2177089091840205,sunflower,82896.0,0.1705070270756103,0.1702534279177308,18.94174532992865,288.268921746148,75.07414563496907,0.3050277233123779,14.563721,291.9058837890625,286.3604490492079,289.05060323079425,0.1638564765453338
47.80630493825511,-4.244347809779272,sunflower,47362.0,0.1705070270756103,0.1702534279177308,18.94174532992865,287.9667027791341,76.04419771830241,0.250605821609497,7.800049,291.9058837890625,286.3604490492079,289.05060323079425,0.1306311339139938
48.01982342053802,-3.990663166105432,sunflower,22737.0,0.2154463376412844,0.2139786213802891,18.675952316612324,287.8169360690647,75.03540865580241,0.3149071931838989,76.249756,289.29122246636285,284.0189192030165,289.0931803385417,0.1674732863903045
47.73025388715395,-1.9574039442990976,sunflower,7302.0,0.2305648678070839,0.2421257624080061,18.72618752910245,288.754273308648,69.4985704421997,0.3076163530349731,44.16382,291.0306091308594,284.66512976752387,289.66748046875,0.1613812893629074
47.73295805704599,-1.9622580308551536,sunflower,12405.0,0.2305648678070839,0.2421257624080061,18.72618752910245,288.754273308648,69.4985704421997,0.3076163530349731,44.16382,291.0306091308594,284.66512976752387,289.66748046875,0.1613812893629074
47.7302020854552,-1.9581473810225167,sunflower,5052.0,0.2305648678070839,0.2421257624080061,18.72618752910245,288.754273308648,69.4985704421997,0.3076163530349731,44.16382,291.0306091308594,284.66512976752387,289.66748046875,0.1613812893629074
47.995808412847865,-1.1328894056093677,sunflower,59024.0,0.2041168464607866,0.2141407704886111,18.23979641801568,287.52914852566187,76.01641994052463,0.3359830975532532,94.34595,290.0196702745226,284.212890625,289.2722625732422,0.1810429692268371
47.96859864892757,-1.1707356230165524,sunflower,86536.0,0.2041168464607866,0.2141407704886111,18.23979641801568,287.6076261732313,75.51408704121907,0.3375189900398254,87.17798,290.0196702745226,284.212890625,289.2722625732422,0.1819196790456771
48.08004556007298,-1.6685561695866165,sunflower,615.0,0.2249378638144312,0.2446227162743414,18.630883432203724,288.407105339898,71.9662897321913,0.3352056741714477,42.263916,290.78553348117407,284.7996537950304,289.26267496744794,0.1793268769979477
47.7838950200161,-2.0724476234512847,sunflower,47469.0,0.2061854237638538,0.2151827142891271,18.65772314738202,288.6933195326063,69.53334702385797,0.3172175288200378,38.973877,291.00716824001734,284.6388151380751,289.5371958414714,0.1675281077623367
47.85798856320046,-1.6438352454826866,sunflower,33662.0,0.2385157931637664,0.2514780898000941,18.533647229594568,288.2653410169813,72.02157402038574,0.3296136260032654,63.71216,290.6219762166341,284.4918509589301,289.4867451985677,0.1663040369749069
47.91218653164349,-1.6716947780100215,sunflower,85343.0,0.2385157931637664,0.2514780898000941,18.533647229594568,288.1694480048285,72.67261568705241,0.3251241445541382,62.19751,290.6219762166341,284.4918509589301,289.4867451985677,0.170399472117424
47.71867770848028,-1.683995187358349,sunflower,101443.0,0.2232755250167414,0.2370545611867691,18.6818327237201,288.83641306559247,69.47214900122748,0.3248801827430725,43.434814,292.36934068467883,285.1943571302626,289.7660878499349,0.1701702773571014
47.5306754276042,-2.20827786764093,sunflower,2001.0,0.1817031026448451,0.186143990252271,18.78087503422973,288.9622268676758,70.19024795956082,0.3486241698265075,31.35962,291.85398949517145,285.269777086046,289.9440561930339,0.1992569267749786
47.532837030803705,-2.215132315955361,sunflower,1161.0,0.1838178523821371,0.1886428605411305,18.797130059170467,288.9622268676758,70.19024795956082,0.3486241698265075,31.35962,291.781012641059,285.1907585991753,289.94728088378906,0.1992569267749786
